监测时间,SO2监测浓度(μg/m³),NO2监测浓度(μg/m³),PM10监测浓度(μg/m³),PM2.5监测浓度(μg/m³),O3监测浓度(μg/m³),CO监测浓度(mg/m³),温度(℃),湿度(%),气压(MBar),风速(m/s),风向(°),云量,长波辐射（W/m²）
2019-8-9 16:00,6,15,56,39,201,0.7,37.7,46,993.5,1.7,265,0.115747,445.313
2019-8-9 17:00,6,17,57,30,189,0.7,37.6,47,993.6,1.2,265.6,0.957565,452.289
2019-8-9 18:00,6,18,58,27,168,0.7,36.4,51,993.6,1.6,265.6,0.0812626,474.302
2019-8-9 19:00,6,17,55,31,152,0.8,35.5,54,994.2,1.3,269.7,0.348559,469.312
2019-8-9 20:00,7,46,78,39,88,0.9,34.7,59,994.8,1.1,257.7,0.488159,443.824
2019-8-9 21:00,6,36,68,48,55,0.8,33.5,65,996,1.8,243.5,0.847445,439.657
2019-8-9 22:00,6,27,48,32,46,0.8,32.4,67,996.6,2.1,238.8,0.637164,438.631
2019-8-9 23:00,5,21,40,25,58,0.7,32,68,996.6,2.1,237.7,0.132599,458.843
2019-8-10 0:00,6,19,27,22,56,0.8,31.6,70,996.3,1.7,244,0.890816,438.074
2019-8-10 1:00,5,24,28,23,46,0.8,31.2,71,996.2,1.7,250.5,0.228958,457.649
2019-8-10 2:00,5,17,28,24,54,0.8,30.8,71,995.9,2.3,240.5,0.920457,434.821
2019-8-10 3:00,7,13,28,21,59,0.8,30.4,73,995.7,2.3,240.3,0.358482,456.021
2019-8-10 4:00,7,17,35,26,56,0.8,30.1,76,995.6,1.5,250.8,0.777301,433.691
2019-8-10 5:00,6,19,45,28,56,0.8,29.9,79,995.8,1.6,259.2,0.824285,432.625
2019-8-10 6:00,5,18,50,35,57,0.9,29.9,81,996.2,1.8,251.9,0.639397,433.259
2019-8-10 7:00,5,25,46,35,52,1,30.7,79,996.9,1.4,246.3,0.586865,434.146
2019-8-10 8:00,6,22,53,37,65,0.9,31.9,74,997.4,1.5,254,0.526782,432.536
2019-8-10 9:00,9,19,63,41,106,0.9,33.2,66,997.6,2,256.2,0.518926,430.99
2019-8-10 10:00,8,16,73,36,156,0.8,34.3,62,997.8,2,252.9,0.479464,433.034
2019-8-10 11:00,8,13,63,38,175,0.8,35.4,58,997.4,2,251.1,0.4638,435.488
2019-8-10 12:00,6,11,60,39,165,0.8,36.2,55,996.6,2,243.6,0.4638,435.488
2019-8-10 13:00,5,9,52,35,166,0.8,36.3,56,995.6,2.4,244.8,0.409151,438.13
2019-8-10 14:00,5,8,48,36,163,0.8,37.1,54,994.8,2,243,0.302547,438.817
2019-8-10 15:00,5,8,48,34,155,0.8,37.6,52,994.2,1.9,244.8,0.190566,445.465
2019-8-10 16:00,5,10,60,37,136,0.8,36.6,57,994.2,2.8,238.1,0.0767012,445.602
2019-8-10 17:00,4,11,79,39,95,0.7,29.9,76,995.3,2.7,252.7,0.841707,472.886
2019-8-10 18:00,3,37,13,9,45,0.8,28.3,89,996,0.9,47.2,0.0104576,450.871
2019-8-10 19:00,3,59,6,14,23,0.9,28.6,85,996.6,0.7,33.5,0.0365747,453.728
2019-8-10 20:00,4,56,23,16,17,1,29.2,84,997.1,0.6,16.5,0.777725,465.546
2019-8-10 21:00,6,43,31,22,31,1,30.4,79,997.5,1.4,240,0.581863,453.324
2019-8-10 22:00,5,29,52,28,42,0.9,31.2,77,998.2,1.5,237.1,0.268486,471.04
2019-8-10 23:00,6,24,55,38,52,0.9,31,78,998.7,1.4,235.7,0.731127,454.173
2019-8-11 0:00,6,14,38,34,62,0.8,30.8,79,998.8,1.8,246,0.176827,450.802
2019-8-11 1:00,4,12,29,28,61,0.7,30.7,81,998.3,1.9,243.9,0.812508,457.128
2019-8-11 2:00,3,9,28,23,62,0.7,30.6,81,997.7,2.2,241.6,0.668948,428.943
2019-8-11 3:00,3,9,21,17,57,0.7,30.6,80,997.3,1.8,244.3,0.539934,431.287
2019-8-11 4:00,3,8,31,20,54,0.7,30.5,80,997.4,2,242,0.65989,433.823
2019-8-11 5:00,3,8,20,17,50,0.7,30.2,80,997.6,2.1,240.3,0.835978,456.061
2019-8-11 6:00,4,10,22,13,44,0.7,29.9,81,998.5,2.3,242.9,0.860841,454.988
2019-8-11 7:00,3,16,27,14,34,0.8,30,82,998.9,1.4,256.3,0.807533,445.083
2019-8-11 8:00,4,15,23,15,38,0.8,30.6,79,999.2,1.6,252.2,0.722159,430.832
2019-8-11 9:00,5,12,26,18,55,0.7,32,71,999.4,1.5,254.4,0.768185,428.984
2019-8-11 10:00,6,14,37,16,86,0.7,33.3,65,999.6,1.5,247.2,0.768185,428.984
2019-8-11 11:00,6,11,53,20,117,0.7,33.9,62,999.4,1.7,243.7,0.681252,431.772
2019-8-11 12:00,5,8,34,19,136,0.7,35,58,998.7,1.8,247.2,0.538609,442.817
2019-8-11 13:00,5,7,44,21,136,0.7,35.6,55,997.8,1.9,267.5,0.550976,468.414
2019-8-11 14:00,5,7,37,22,136,0.7,35.6,54,997,1.4,261.5,0.501739,467.156
2019-8-11 15:00,5,9,36,21,150,0.7,36,54,996.4,1.1,264.1,0.482682,470.099
2019-8-11 16:00,6,10,48,24,151,0.8,35.9,54,996,1.3,248.1,0.599774,471.737
2019-8-11 17:00,5,10,41,33,148,0.7,36.2,53,996.2,0.9,269.5,0.418976,450.688
2019-8-11 18:00,14,21,51,27,101,0.8,34.1,61,996.6,1.9,261.8,0.119057,469.357
2019-8-11 19:00,24,32,38,19,71,0.7,31.9,65,997.9,2.3,235.3,0.225646,448.309
2019-8-11 20:00,17,24,19,20,66,0.8,31.3,66,998.9,2.3,236,0.441262,449.311
2019-8-11 21:00,13,24,17,14,61,0.8,31.1,67,999.4,1.9,229.3,0.661871,448.617
2019-8-11 22:00,9,17,21,15,65,0.7,30.7,68,999.3,1.2,256.4,0.621142,448.184
2019-8-11 23:00,7,20,24,13,54,0.8,30.1,73,999,0.7,267.3,0.369138,444.903
2019-8-12 0:00,10,23,16,12,53,0.8,30,72,999.2,1.3,251.4,0.515588,438.175
2019-8-12 1:00,18,26,20,9,50,0.7,30,72,999.1,1.3,247.2,0.372426,438.459
2019-8-12 2:00,8,26,30,18,42,0.8,29.7,75,998.8,1,265.2,0.451024,439.523
2019-8-12 3:00,5,19,24,10,48,0.7,29.4,79,998.8,1.4,261.7,0.470996,437.682
2019-8-12 4:00,5,12,27,10,47,0.7,29.5,82,998.9,1.6,250.4,0.515394,437.379
2019-8-12 5:00,4,16,25,11,38,0.7,29.3,83,999.3,1.4,251.3,0.557404,434.239
2019-8-12 6:00,4,19,27,14,32,0.8,29.3,84,1000.1,1.2,251.3,0.486965,435.899
2019-8-12 7:00,4,19,25,12,34,0.8,29.7,82,1000.6,1.5,251.6,0.545788,437.081
2019-8-12 8:00,6,19,26,16,48,0.8,30.9,74,1000.9,1.8,243.8,0.571819,435.522
2019-8-12 9:00,8,18,39,14,80,0.8,32.5,66,1001.1,1.5,260.5,0.516238,435.023
2019-8-12 10:00,6,13,38,18,132,0.7,33.9,59,1001.1,1.4,265.4,0.401691,437.882
2019-8-12 11:00,5,14,46,18,156,0.7,34.6,57,1000.7,1.5,272.1,0.401691,437.882
2019-8-12 12:00,5,11,44,19,160,0.7,35,55,999.8,1.7,258.7,0.295749,444.587
2019-8-12 13:00,6,9,35,18,158,0.7,35.9,53,998.7,1.6,265.7,0.247856,448.682
2019-8-12 14:00,5,9,38,26,153,0.7,36.2,52,998,1.6,249.9,0.135813,454.398
2019-8-12 15:00,5,9,41,21,147,0.7,35.8,53,997.8,2,250.7,0.84473,454.133
2019-8-12 16:00,35,32,48,18,98,0.7,33.7,61,997.5,2.4,247.3,0.275037,455.368
2019-8-12 17:00,18,31,42,22,102,0.8,34.1,61,997.4,1.7,274.7,0.787627,456.83
2019-8-12 18:00,8,29,48,22,79,0.8,32.7,66,998,1.6,6.3,0.712264,455.404
2019-8-12 19:00,6,33,38,18,60,0.8,31.7,67,998.4,1.4,46.6,0.866374,453.415
2019-8-12 20:00,9,29,32,21,50,0.8,31.2,70,998.9,1.4,289.5,0.249609,451.726
2019-8-12 21:00,15,26,37,17,45,0.8,31,75,999.3,2,250.8,0.395475,464.832
2019-8-12 22:00,15,29,29,17,39,0.8,31,76,999.6,2.1,226.7,0.524189,445.267
2019-8-12 23:00,15,27,23,14,38,0.7,31,75,999.7,2.3,230.8,0.149426,446.561
2019-8-13 0:00,8,14,25,16,48,0.7,30.9,72,999.6,1.8,245.8,0.126795,445.261
2019-8-13 1:00,6,11,15,10,49,0.7,30.5,74,999.7,1.3,263.9,0.322801,444.763
2019-8-13 2:00,5,10,20,6,50,0.7,30.2,76,999.4,1.6,237.1,0.345689,442.436
2019-8-13 3:00,5,11,14,6,48,0.7,30,77,999,2,240.5,0.39296,444.183
2019-8-13 4:00,4,12,15,7,42,0.7,29.8,78,999,2,237.7,0.369304,442.288
2019-8-13 5:00,5,14,21,7,36,0.7,29.6,79,999.3,1.5,260.3,0.478347,439.399
2019-8-13 6:00,5,19,20,5,27,0.8,29.3,81,999.6,1.2,259.9,0.705236,442.62
2019-8-13 7:00,6,24,27,12,21,0.8,29.6,80,1000.1,1,252.7,0.601085,441.723
2019-8-13 8:00,10,27,26,11,28,0.8,30.8,75,1000.5,1,250,0.559892,437.759
2019-8-13 9:00,10,25,47,17,52,0.8,31.7,71,1000.7,1.2,260.8,0.537031,442.584
2019-8-13 10:00,9,23,55,24,93,0.8,32.8,66,1000.5,1.1,248.5,0.51338,438.561
2019-8-13 11:00,8,20,64,30,142,0.8,33,64,1000.2,1.1,244.5,0.452504,442.755
2019-8-13 12:00,8,19,50,28,154,0.8,33.5,62,999.8,1.6,228.7,0.452504,442.755
2019-8-13 13:00,7,11,48,24,163,0.7,34.4,59,999.2,1.7,244.9,0.495541,448.034
2019-8-13 14:00,—,15,47,27,166,0.7,34.7,59,998.5,1.5,243.1,0.21393,447.574
2019-8-13 15:00,10,—,54,35,—,0.7,35,57,997.7,1.9,251.2,0.26018,461.173
2019-8-13 16:00,9,14,43,18,140,0.7,35.4,55,997.5,1.8,257.7,0.0745664,455.553
2019-8-13 17:00,6,15,46,19,124,0.7,34.9,58,997.9,2.1,239.8,0.0441534,462.735
2019-8-13 18:00,10,20,44,19,72,0.7,33.1,65,998.1,2.1,246.6,0.288572,462.471
2019-8-13 19:00,15,26,26,12,66,0.7,31.6,65,998.6,1.9,236.9,0.715804,463.976
2019-8-13 20:00,26,34,28,17,51,0.8,31,67,999.4,1.8,250.4,0.635148,464.573
2019-8-13 21:00,8,26,23,19,63,0.7,30.4,66,1000.4,1.5,250,0.233748,463.942
2019-8-13 22:00,4,24,15,10,66,0.7,29.9,66,1000.6,1.1,251.7,0.620942,464.401
2019-8-13 23:00,7,24,16,12,62,0.7,29.7,67,1000.8,1.2,258.2,0.532812,462.977
2019-8-14 0:00,11,22,18,10,70,0.7,29.7,65,1000.7,1.6,248.3,0.720026,478.609
2019-8-14 1:00,9,23,18,7,59,0.7,29.5,67,1000.6,0.8,257,0.773021,461.222
2019-8-14 2:00,9,24,26,8,52,0.7,29.2,70,1000.1,0.5,275.1,0.929191,439.931
2019-8-14 3:00,19,37,31,12,32,0.7,29.1,73,999.8,0.6,269.9,0.482439,452.306
2019-8-14 4:00,24,44,31,17,26,0.7,29,74,999.9,1,262.6,0.790937,450.875
2019-8-14 5:00,10,29,33,16,38,0.8,28.9,76,999.9,1.3,254.7,0.896997,431.442
2019-8-14 6:00,7,26,31,14,38,0.8,28.8,79,1000.4,0.7,273.7,0.602749,430.301
2019-8-14 7:00,11,25,21,15,41,0.8,29.9,75,1000.7,0.9,264.3,0.398065,434.069
2019-8-14 8:00,14,26,36,19,52,0.8,30.7,70,1001,1.2,243.2,0.51313,433.863
2019-8-14 9:00,11,23,50,16,82,0.8,32.2,66,1001,1.2,285.3,0.45925,437.003
2019-8-14 10:00,9,21,50,24,140,0.8,33.2,62,1000.9,1.3,300.9,0.45925,437.003
2019-8-14 11:00,8,19,61,29,181,0.8,34.3,59,1000.6,1.5,292.7,0.417264,438.791
2019-8-14 12:00,8,16,61,31,192,0.7,35.6,56,1000,1.3,291.8,0.515425,442.933
2019-8-14 13:00,7,13,60,33,194,0.7,36,54,999.4,1.6,261,0.371943,447.591
2019-8-14 14:00,6,10,49,31,194,0.7,36.5,50,998.5,2.1,247.2,0.34,452.461
2019-8-14 15:00,6,11,51,27,198,0.7,36.9,49,997.7,1.8,257,0.331377,480.334
2019-8-14 16:00,6,14,57,24,195,0.7,36.5,50,997.3,2,241.6,0.929516,452.901
2019-8-14 17:00,10,25,60,28,160,0.8,35.2,56,997,2.4,245,0.672263,452.806
2019-8-14 18:00,10,25,55,30,116,0.8,33.8,61,997.6,2.3,241.4,0.902029,450.947
2019-8-14 19:00,6,32,41,20,93,0.8,32.6,64,998.5,1.8,68.5,0.252518,466.095
2019-8-14 20:00,6,33,43,23,84,0.8,31.5,69,999.5,1.9,93.7,0.313027,450.364
2019-8-14 21:00,5,13,33,28,108,0.7,28.1,76,1000.5,4,247.3,0.530791,449.897
2019-8-14 22:00,4,7,4,8,116,0.6,24.6,91,1001.4,2.1,229.3,0.454629,449.938
2019-8-14 23:00,3,9,—,12,106,0.6,26.2,83,1000.6,1.4,263.7,0.254433,450.784
2019-8-15 0:00,6,23,4,9,68,0.7,26.9,85,1000.3,1,255.1,0.404788,449.656
2019-8-15 1:00,13,42,6,16,37,0.7,27.1,87,1000.3,0.6,269.8,0.594695,447.549
2019-8-15 2:00,10,30,20,19,46,0.7,27.3,85,1000.3,0.7,107.1,0.540247,444.13
2019-8-15 3:00,7,30,26,17,54,0.7,27.2,85,1000.7,1.6,50.5,0.626495,443.896
2019-8-15 4:00,4,18,20,12,58,0.7,26.8,88,1000.6,0.6,356.3,0.719609,441.682
2019-8-15 5:00,5,24,17,13,55,0.7,26.6,89,1000.5,1.2,257.6,0.614052,437.989
2019-8-15 6:00,6,25,13,10,62,0.7,26.4,86,1000.2,1.1,265,0.697336,441.828
2019-8-15 7:00,5,33,17,6,50,0.8,27,84,1000.6,0.6,256.2,0.726535,444.668
2019-8-15 8:00,5,39,16,9,42,1,28.1,80,1001,0.6,269.1,0.739862,445.867
2019-8-15 9:00,6,36,31,11,51,0.9,29.2,76,1001.4,0.7,279.9,0.722244,438.6
2019-8-15 10:00,9,33,22,12,73,0.9,31.1,69,1001.1,0.9,297.1,0.782211,441.357
2019-8-15 11:00,6,18,53,17,94,0.7,32.4,67,1000.9,1.5,252.4,0.782211,441.357
2019-8-15 12:00,6,12,60,24,136,0.7,33.1,66,1000.4,1.5,244.3,0.612284,447.859
2019-8-15 13:00,6,12,58,30,179,0.8,33.6,64,999,1.2,207.2,0.571777,451.084
2019-8-15 14:00,6,16,65,39,196,0.8,33.7,64,998.1,1.1,116.5,0.320099,454.222
2019-8-15 15:00,5,15,62,45,155,0.7,33.6,61,998,2.6,235.6,0.0697384,455.486
2019-8-15 16:00,16,28,45,31,95,0.7,31,67,997.8,2.4,237.6,0,458.611
2019-8-15 17:00,6,21,28,23,86,0.8,29.8,71,997.9,2.2,252.4,0.397144,458.544
2019-8-15 18:00,6,20,12,17,75,0.8,29.2,71,998.2,1.8,227.6,0.73484,459.499
2019-8-15 19:00,5,22,17,13,65,0.8,28.5,77,998.9,1.4,245.9,0.577687,460.606
2019-8-15 20:00,5,24,17,14,57,0.8,28.3,77,999.4,0.8,255.8,0.483616,461.002
2019-8-15 21:00,29,40,18,10,43,0.8,28.8,72,1000.3,1.4,236.6,0.516132,461.301
2019-8-15 22:00,29,43,26,10,37,0.8,28.5,73,1000.9,0.9,275.1,0.750045,457.349
2019-8-15 23:00,22,38,26,8,35,0.8,28.1,76,1000.9,0.9,255.5,0.599027,457.047
2019-8-16 0:00,8,30,37,12,31,0.8,27.8,80,1000.7,0.5,265.9,0.505275,451.11
2019-8-16 1:00,19,46,27,9,15,0.9,27.7,80,1000.5,0.8,267.5,0.799692,449.858
2019-8-16 2:00,12,40,33,13,19,0.9,27.5,81,1000,0.8,261.2,0.809432,445.324
2019-8-16 3:00,8,28,37,14,38,0.7,27.3,80,999.9,0.8,266.1,0.815208,460.326
2019-8-16 4:00,6,23,23,10,46,0.7,27.3,78,1000.1,1,250,0.765673,461.115
2019-8-16 5:00,6,22,23,8,45,0.7,27.1,79,1000.2,0.7,266.9,0.705169,438.87
2019-8-16 6:00,5,29,24,15,34,0.7,27.4,80,1000.6,0.6,286.1,0.799401,439.594
2019-8-16 7:00,6,36,23,12,34,0.8,28.7,75,1001.1,0.7,272.9,0.718138,439.419
2019-8-16 8:00,6,28,32,11,50,0.8,30.1,71,1001.4,1.3,248.7,0.632468,438.86
2019-8-16 9:00,6,17,43,16,71,0.7,30.8,70,1001.9,1.8,249.7,0.599456,434.049
2019-8-16 10:00,6,14,43,14,101,0.7,32.2,66,1002.1,1.6,243.3,0.57496,434.123
2019-8-16 11:00,6,13,40,17,142,0.7,33.9,57,1001.7,1.1,271,0.587066,439.413
2019-8-16 12:00,6,12,39,12,167,0.7,34.6,54,1001.1,1.2,245.5,0.587066,439.413
2019-8-16 13:00,5,10,40,17,177,0.7,35.1,52,1000.3,1.8,250,0.518577,471.027
2019-8-16 14:00,5,10,41,21,159,0.7,35,54,999.6,1.6,243.5,0.87496,464.935
2019-8-16 15:00,5,16,33,16,183,0.7,35.2,56,999,1.3,128.2,0.590707,458.916
2019-8-16 16:00,5,22,58,28,146,0.7,33.9,60,998.8,1.9,175,0.42395,445.77
2019-8-16 17:00,3,13,52,26,97,0.6,25.9,88,1000.7,2.7,144.3,0.100164,454.598
2019-8-16 18:00,6,31,—,3,64,0.8,27.2,82,1000.9,2.5,236.7,0.0126566,457.679
2019-8-16 19:00,9,37,18,9,46,0.9,27.9,80,1002,1.4,237.3,0.4173,458.695
2019-8-16 20:00,12,40,13,12,31,0.8,27.3,86,1003.4,0.5,310.9,0.565095,457.15
2019-8-16 21:00,12,54,19,11,14,0.9,27.3,88,1004.5,1.1,69.3,0.742347,457.012
2019-8-16 22:00,5,37,29,15,34,0.8,26.6,91,1004.4,1.5,52,0.295216,457.879
2019-8-16 23:00,4,36,17,18,26,0.8,26.7,91,1003.6,0.7,98.6,0.692521,455.656
2019-8-17 0:00,5,51,12,16,11,0.8,26.7,91,1002.8,0.8,348.5,0.987015,471.146
2019-8-17 1:00,6,46,29,23,13,0.9,26.9,89,1002.4,0.7,307.2,0.511447,444.799
2019-8-17 2:00,6,39,22,17,15,0.8,27.2,87,1002.7,0.7,275.3,0.487454,444.059
2019-8-17 3:00,7,40,36,16,11,0.8,27.3,87,1003,0.5,284.3,0.436444,442.499
2019-8-17 4:00,7,37,46,31,10,0.8,27.2,88,1002.9,0.5,283,0.432613,448.015
2019-8-17 5:00,7,45,41,27,2,0.9,27.4,88,1002.8,0.6,92.5,0.509701,447.031
2019-8-17 6:00,8,47,40,35,2,0.9,27.4,89,1003.2,0.6,76.9,0.667034,444.317
2019-8-17 7:00,12,48,33,33,10,0.9,28.3,84,1003.9,0.8,79,0.710859,442.783
2019-8-17 8:00,11,49,39,35,28,0.9,29.6,78,1004.2,0.8,44.6,0.601578,441.41
2019-8-17 9:00,10,41,48,34,60,0.9,30.7,72,1004.4,0.8,263.8,0.604757,444.078
2019-8-17 10:00,14,37,54,29,80,0.8,30.6,73,1004.5,1,245,0.604757,444.078
2019-8-17 11:00,10,33,55,35,76,0.8,28.8,83,1004.6,1.3,247.4,0.507624,447.735
2019-8-17 12:00,10,27,14,28,79,0.8,29.1,80,1003.9,1.1,142.6,0.556741,451.646
2019-8-17 13:00,18,38,28,25,116,0.9,30.1,76,1003.2,1.1,229.2,0.353989,454.277
2019-8-17 14:00,12,26,40,37,125,0.8,30.7,73,1002.9,1.2,267.6,0.273939,468.127
2019-8-17 15:00,7,19,30,30,80,0.7,30,76,1002.2,1.1,290.4,0.415549,455.607
2019-8-17 16:00,7,22,17,11,72,0.7,30.2,72,1001.9,1.5,111.9,0.533483,455.032
2019-8-17 17:00,6,31,30,7,68,0.8,29.8,75,1002.2,1.4,95.8,0.842666,457.31
2019-8-17 18:00,6,30,28,17,47,0.8,29.3,77,1002.2,1.2,74,0.755119,479.574
2019-8-17 19:00,6,31,24,13,25,0.8,28.8,78,1002.4,1.1,317.4,0.414669,458.295
2019-8-17 20:00,6,33,28,12,16,0.8,28.5,80,1003.4,1.5,306.2,0.497577,472.219
2019-8-17 21:00,9,30,25,11,14,0.8,28.2,82,1004.2,1.7,247.3,0.72302,446.645
2019-8-17 22:00,13,28,26,12,15,0.8,28.1,82,1004.6,1.2,273.4,0.7115,448.623
2019-8-17 23:00,11,28,26,14,13,0.9,28,83,1004.5,0.9,248.5,0.785586,450.331
2019-8-18 0:00,17,33,20,11,7,0.9,28,83,1004.2,0.8,246,0.424739,449.461
2019-8-18 1:00,23,39,20,12,2,0.8,27.9,83,1003.7,0.8,240.8,0.568348,445.482
2019-8-18 2:00,15,35,23,10,5,0.8,27.7,84,1003.4,0.6,267.6,0.60633,444.053
2019-8-18 3:00,8,26,23,12,11,0.7,27.6,84,1003,0.6,277.8,0.640162,442.475
2019-8-18 4:00,7,28,25,8,6,0.7,27.6,86,1003,0.4,267.4,0.763453,439.074
2019-8-18 5:00,23,38,27,13,3,0.7,27.9,82,1003.2,0.9,231.6,0.837249,460.632
2019-8-18 6:00,18,29,24,12,11,0.7,28.2,80,1003.6,0.9,239.6,0.785395,439.548
2019-8-18 7:00,16,30,23,11,12,0.8,28.8,78,1003.9,0.7,265.4,0.709301,437.933
2019-8-18 8:00,11,20,22,15,30,0.7,29.6,75,1004,1.4,241.3,0.688624,432.158
2019-8-18 9:00,6,12,21,5,52,0.6,30.6,71,1004.2,2,260.3,0.812173,454.222
2019-8-18 10:00,5,8,33,7,72,0.6,31.4,69,1004,2.3,257.5,0.744433,435.605
2019-8-18 11:00,5,11,39,5,79,0.6,31.5,69,1003.5,1.7,263.1,0.744433,435.605
2019-8-18 12:00,6,12,40,12,102,0.6,31.7,68,1002.8,1.2,301.5,0.867875,450.647
2019-8-18 13:00,4,9,45,14,62,0.6,29,78,1002,1.2,262.4,0.501997,468.998
2019-8-18 14:00,4,12,10,8,53,0.6,28,84,1001.5,1.9,250.5,0.539435,446.307
2019-8-18 15:00,4,13,10,8,56,0.6,25.1,94,1001.6,3.1,234.3,0.486785,450.588
2019-8-18 16:00,3,19,—,4,37,0.6,25.8,93,1001.4,2,238.5,0.481562,453.889
2019-8-18 17:00,3,23,6,2,32,0.7,26.1,91,1001.1,1.2,243.5,0.234038,455.662
2019-8-18 18:00,8,40,14,2,14,0.8,26.8,89,1001.3,1.3,226.5,0.136887,457.651
2019-8-18 19:00,29,50,24,9,2,0.8,26.7,87,1001.8,1.2,233.4,0.558874,460.236
2019-8-18 20:00,25,46,20,13,0,0.9,26.6,89,1002.8,0.4,292.7,0.784442,459.453
2019-8-18 21:00,18,41,27,11,0,0.9,26.4,90,1003,0.5,270.1,0.359239,458.954
2019-8-18 22:00,11,38,30,8,0,0.9,26.3,91,1003.2,0.5,283.5,0.511046,451.832
2019-8-18 23:00,8,34,26,8,0,0.9,26.3,92,1003.2,0.3,275.6,0.474933,450.204
2019-8-19 0:00,7,36,24,8,0,0.9,26.3,91,1003,0.5,40.5,0.583955,447.492
2019-8-19 1:00,9,33,28,9,0,0.9,26.3,92,1002.6,0.3,311.5,0.539053,444.194
2019-8-19 2:00,9,35,34,12,0,0.9,26.3,93,1002.3,0.4,12.5,0.308228,438.868
2019-8-19 3:00,8,35,34,16,0,0.9,26.2,92,1002,0.4,287.8,0.381936,435.886
2019-8-19 4:00,8,34,34,14,0,0.9,26.1,92,1001.7,0.3,294.6,0.372022,433.22
2019-8-19 5:00,9,36,34,14,0,0.9,26.1,92,1001.8,0.4,254.5,0.38658,432.665
2019-8-19 6:00,7,30,38,11,2,0.9,26.4,92,1002.4,0.4,259.5,0.417982,433.368
2019-8-19 7:00,8,29,28,16,6,1,27.3,87,1002.4,0.8,239.8,0.377096,435.153
2019-8-19 8:00,9,28,27,16,17,0.9,29.1,79,1002.6,0.6,256.5,0.362213,434.32
2019-8-19 9:00,6,32,44,19,29,0.8,29.8,76,1002.9,0.7,356.6,0.52264,431.024
2019-8-19 10:00,—,36,—,—,52,0.8,31.1,71,1002.9,0.8,3.5,0.50573,427.222
2019-8-19 11:00,5,35,67,34,—,—,32.1,66,1002.6,0.9,20,0.45061,425.817
2019-8-19 12:00,5,—,67,28,157,—,33.1,63,1002.1,1.1,353.8,0.45061,425.817
2019-8-19 13:00,4,17,64,37,115,0.7,29.2,76,1001.8,1.4,316.4,0.436251,432.809
2019-8-19 14:00,—,—,—,—,—,—,—,—,—,—,—,0.347076,437.267
2019-8-19 15:00,—,—,—,—,—,—,—,—,—,—,—,0.302436,440.397
2019-8-19 16:00,5,48,66,35,163,1,32.1,71,1000.5,0.6,293.7,0.481747,445.136
2019-8-19 18:00,5,74,80,46,104,1.3,31.1,76,1000.9,0.4,351.2,0.129614,435.815
2019-8-19 19:00,4,82,73,51,63,1.4,30.3,80,1001.5,0.6,111.6,0.251722,451.867
2019-8-19 20:00,5,48,53,59,79,1,29.9,80,1002.2,1.3,103.6,0.298471,452.456
2019-8-19 21:00,4,34,25,36,75,0.9,28.9,85,1002.8,1,88.5,0.73978,453.12
2019-8-19 22:00,4,29,27,35,87,0.8,28.5,84,1003.2,0.9,70,0.519317,454.992
2019-8-19 23:00,5,21,18,27,72,0.8,28.5,86,1003.6,0.6,66.1,0.24997,455.27
2019-8-20 0:00,5,24,27,22,59,0.8,28.4,87,1003,0.6,37.8,1,454.776
2019-8-20 1:00,4,25,28,23,46,0.8,28.2,88,1002.3,0.6,58.3,0.882697,444.944
2019-8-20 2:00,4,25,29,21,38,0.8,28.2,89,1002,0.7,331,0.672493,447.321
2019-8-20 3:00,4,50,43,27,8,0.8,28.3,91,1002,0.9,48.6,0.760691,445.281
2019-8-20 4:00,6,55,44,30,2,0.8,28.3,90,1002.3,0.8,69.9,0.69888,440.697
2019-8-20 5:00,6,54,51,33,3,0.9,28.2,89,1002.5,0.7,54.8,0.803824,439.329
2019-8-20 6:00,7,59,65,45,2,1,28.1,90,1002.8,0.9,57.5,0.658609,435.904
2019-8-20 7:00,8,59,63,55,8,1.1,28.5,87,1003,1.6,64.9,0.64809,434.607
2019-8-20 8:00,7,54,54,54,20,1,29,84,1003.6,1.5,64.3,0.495298,431.862
2019-8-20 9:00,8,44,31,46,47,0.9,29.7,78,1004.1,1.6,63.1,0.416399,428.04
2019-8-20 10:00,10,40,33,40,94,0.8,31.1,71,1003.9,1.4,59.8,0.334269,439.1
2019-8-20 11:00,7,27,58,32,160,0.8,31.8,67,1003.7,1.4,55.8,0.334269,439.1
2019-8-20 12:00,5,16,51,36,197,0.7,32.5,63,1003,1.4,78,0.357019,442.154
2019-8-20 13:00,5,12,54,29,200,0.7,32.7,62,1002.5,1.3,66.4,0.408684,445.117
2019-8-20 14:00,5,12,41,26,200,0.7,33,60,1001.7,1,95.4,1,447.908
2019-8-20 15:00,6,17,43,31,215,0.7,33.5,59,1001.2,0.9,72.3,0.924776,471.348
2019-8-20 16:00,6,19,54,33,214,0.7,34,58,1001.2,0.7,108.2,0,451.45
2019-8-20 17:00,9,35,71,32,190,0.9,33.2,62,1001.2,1.1,244.8,0,451.695
2019-8-20 18:00,9,30,55,41,116,0.8,30.9,72,1001.8,2.5,237.1,0.210133,451.574
2019-8-20 19:00,8,27,34,25,89,0.8,30.2,74,1002.6,2.2,233.6,0.916387,480.953
2019-8-20 20:00,7,24,19,24,71,0.8,29.9,73,1003.4,2.4,230.4,0.862458,455.441
